user_id,score,score_with_nulls,age,age_with_nulls,is_active,is_active_with_nulls,country,country_with_nulls,created_date,created_date_with_nulls,created_at,created_at_with_nulls
18559,24.15,,82,54,False,True,AU,AU,2024-11-29,2024-11-29,2020-02-09T06:48:59,
18560,10.53,27.25,86,6,True,False,DE,,2024-08-17,2024-08-17,2023-06-03T07:28:18,2023-06-03T07:28:18
18561,39.32,63.96,48,,True,True,BR,AU,2022-10-16,2022-10-16,2022-02-02T14:55:37,2022-02-02T14:55:37
18562,46.53,32.13,102,64,False,True,CA,BR,2024-09-30,2024-09-30,2024-07-23T03:17:11,2024-07-23T03:17:11
18563,58.58,58.01,51,55,False,True,US,DE,2021-02-21,2021-02-21,2023-11-06T02:15:46,2023-11-06T02:15:46
18564,93.78,96.85,52,96,True,,DE,US,2024-12-16,2024-12-16,2021-04-04T06:46:03,2021-04-04T06:46:03
18565,42.33,44.72,11,100,True,False,BR,JP,2022-03-27,2022-03-27,2021-10-31T10:18:04,2021-10-31T10:18:04
18566,69.22,52.41,41,35,True,False,FR,US,2022-05-19,2022-05-19,2020-07-07T11:53:16,2020-07-07T11:53:16
18567,95.08,27.35,77,47,True,True,AU,JP,2020-04-02,2020-04-02,2021-06-26T02:20:04,2021-06-26T02:20:04
18568,94.5,11.04,69,93,False,True,DE,UK,2020-11-19,2020-11-19,2024-11-08T03:53:55,2024-11-08T03:53:55
18569,57.17,98.95,66,96,True,,BR,UK,2020-12-21,2020-12-21,2024-12-21T19:40:08,2024-12-21T19:40:08
18570,48.29,83.8,59,47,False,True,UK,AU,2022-06-09,2022-06-09,2021-06-29T19:32:45,2021-06-29T19:32:45
18571,86.6,3.68,62,97,False,,US,AU,2020-12-12,2020-12-12,2022-08-09T14:55:05,2022-08-09T14:55:05
18572,82.0,14.1,26,48,False,False,JP,UK,2020-07-05,2020-07-05,2020-03-18T02:00:02,2020-03-18T02:00:02
18573,48.31,57.25,96,13,True,,CA,BR,2023-01-09,2023-01-09,2020-11-21T11:32:28,2020-11-21T11:32:28
18574,12.21,,74,58,False,True,JP,BR,2024-05-12,2024-05-12,2022-01-15T03:42:23,2022-01-15T03:42:23
18575,79.92,42.23,81,50,False,True,CA,DE,2020-05-07,,2022-03-17T03:48:16,2022-03-17T03:48:16
18576,17.32,47.54,29,,True,False,JP,JP,2022-10-20,2022-10-20,2023-06-26T16:26:17,2023-06-26T16:26:17
18577,61.18,39.89,31,50,True,,AU,US,2024-10-19,2024-10-19,2021-09-20T03:14:57,2021-09-20T03:14:57
18578,20.26,51.59,70,117,True,False,AU,JP,2022-01-08,2022-01-08,2021-12-01T16:35:43,2021-12-01T16:35:43
18579,47.72,41.58,111,34,True,False,DE,FR,2020-11-30,2020-11-30,2023-10-26T15:57:03,2023-10-26T15:57:03
18580,90.88,35.17,19,82,True,True,UK,US,2020-05-25,2020-05-25,2024-07-02T13:47:48,2024-07-02T13:47:48
18581,26.22,64.03,20,2,True,False,CA,US,2024-09-05,2024-09-05,2023-04-18T04:54:09,2023-04-18T04:54:09
18582,20.96,94.04,93,87,False,False,CA,AU,2022-01-09,2022-01-09,2021-01-24T02:16:26,2021-01-24T02:16:26
18583,65.12,58.12,102,51,True,True,US,UK,2020-07-11,2020-07-11,2022-03-18T06:00:58,2022-03-18T06:00:58
18584,88.15,46.29,61,49,False,,JP,CA,2024-04-30,2024-04-30,2022-11-22T18:27:46,2022-11-22T18:27:46
18585,29.0,7.92,27,86,False,True,JP,FR,2024-01-04,2024-01-04,2021-05-10T04:49:46,2021-05-10T04:49:46
18586,12.6,57.63,88,97,True,False,UK,DE,2023-07-08,2023-07-08,2020-07-14T08:27:19,2020-07-14T08:27:19
18587,35.91,78.04,68,14,False,True,FR,JP,2020-06-03,2020-06-03,2024-03-15T14:58:09,2024-03-15T14:58:09
18588,43.73,4.11,94,7,True,True,AU,BR,2020-05-30,2020-05-30,2020-08-03T14:13:35,2020-08-03T14:13:35
18589,75.71,50.06,67,78,True,True,FR,CA,2021-02-03,2021-02-03,2020-07-30T01:04:31,2020-07-30T01:04:31
18590,33.15,58.89,30,54,False,True,BR,AU,2020-10-18,2020-10-18,2020-12-22T14:43:02,2020-12-22T14:43:02
18591,81.12,54.67,68,95,False,False,AU,DE,2022-08-29,2022-08-29,2020-01-01T15:37:28,2020-01-01T15:37:28
18592,22.84,53.66,113,116,False,,CA,AU,2021-12-17,2021-12-17,2021-02-01T10:55:40,2021-02-01T10:55:40
18593,89.74,11.08,53,72,False,False,AU,JP,2023-10-29,2023-10-29,2020-07-16T10:18:06,2020-07-16T10:18:06
18594,87.15,75.3,100,111,True,,AU,AU,2020-07-04,2020-07-04,2023-04-19T07:55:02,2023-04-19T07:55:02
18595,87.89,10.93,97,1,False,False,CA,,2023-08-22,2023-08-22,2024-06-22T03:05:30,2024-06-22T03:05:30
18596,54.82,23.4,2,62,True,True,UK,US,2024-09-01,2024-09-01,2024-03-29T11:55:24,2024-03-29T11:55:24
18597,90.38,5.0,59,94,False,False,DE,UK,2020-08-26,2020-08-26,2022-11-07T03:20:51,2022-11-07T03:20:51
18598,90.91,90.56,40,9,True,True,AU,CA,2023-04-06,2023-04-06,2024-04-29T09:42:45,2024-04-29T09:42:45
18599,43.74,75.03,48,1,True,False,FR,DE,2022-07-18,2022-07-18,2022-01-02T00:19:57,2022-01-02T00:19:57
18600,78.16,59.11,52,58,False,True,FR,FR,2020-06-22,,2023-02-21T06:05:23,2023-02-21T06:05:23
18601,19.73,16.76,98,80,False,False,BR,UK,2021-06-18,2021-06-18,2021-08-19T21:03:09,
18602,91.85,82.88,17,79,False,False,AU,UK,2023-12-09,2023-12-09,2022-01-12T23:17:36,2022-01-12T23:17:36
18603,14.52,73.44,43,29,True,True,FR,US,2024-05-05,2024-05-05,2020-08-03T20:38:18,2020-08-03T20:38:18
18604,44.01,81.93,70,59,False,True,DE,,2021-11-03,2021-11-03,2021-04-28T07:32:57,2021-04-28T07:32:57
18605,77.73,51.21,38,73,False,,FR,US,2020-07-13,2020-07-13,2020-06-17T04:59:50,2020-06-17T04:59:50
18606,56.8,69.05,74,110,False,True,CA,AU,2021-03-23,2021-03-23,2021-06-19T08:23:40,2021-06-19T08:23:40
18607,21.44,98.82,72,96,False,False,UK,,2024-03-20,2024-03-20,2023-06-25T03:35:24,2023-06-25T03:35:24
18608,12.23,21.14,67,98,True,,UK,BR,2022-11-06,2022-11-06,2022-04-06T23:11:38,2022-04-06T23:11:38
18609,83.93,31.98,95,77,False,False,UK,UK,2022-02-25,2022-02-25,2024-05-07T02:31:50,2024-05-07T02:31:50
18610,24.85,70.71,49,58,False,True,UK,AU,2020-01-25,2020-01-25,2023-02-22T12:42:03,2023-02-22T12:42:03
18611,95.55,20.53,84,97,False,True,AU,BR,2023-11-30,2023-11-30,2024-11-28T05:42:22,2024-11-28T05:42:22
18612,53.48,21.99,25,110,False,False,DE,FR,2022-04-29,2022-04-29,2022-10-10T22:05:07,2022-10-10T22:05:07
18613,57.85,,32,67,True,True,US,UK,2022-09-22,,2023-05-07T08:27:45,2023-05-07T08:27:45
18614,7.02,93.37,118,37,False,True,AU,JP,2024-03-20,2024-03-20,2023-10-22T17:18:12,2023-10-22T17:18:12
18615,93.45,25.66,94,20,True,False,CA,AU,2022-10-23,2022-10-23,2020-12-03T18:46:15,2020-12-03T18:46:15
18616,12.89,56.38,0,,True,False,US,JP,2024-08-21,2024-08-21,2020-08-22T07:24:03,2020-08-22T07:24:03
18617,51.79,21.87,108,119,False,False,AU,AU,2022-10-18,2022-10-18,2022-04-21T06:32:34,2022-04-21T06:32:34
18618,9.46,40.2,43,8,True,True,UK,UK,2021-09-17,2021-09-17,2020-07-25T03:59:46,2020-07-25T03:59:46
18619,63.27,68.87,45,,False,,US,,2024-08-11,2024-08-11,2024-10-24T08:11:40,2024-10-24T08:11:40
18620,10.73,94.39,98,112,False,False,UK,JP,2023-03-19,2023-03-19,2024-12-14T04:30:53,2024-12-14T04:30:53
18621,43.98,20.56,12,2,False,False,US,FR,2023-10-20,2023-10-20,2020-12-12T01:03:33,2020-12-12T01:03:33
18622,86.46,,32,0,False,True,JP,JP,2021-02-18,,2021-07-30T23:11:23,2021-07-30T23:11:23
18623,27.81,57.4,15,21,False,True,UK,DE,2023-05-10,2023-05-10,2021-02-16T02:08:13,2021-02-16T02:08:13
18624,78.48,,90,75,True,True,AU,FR,2022-10-19,2022-10-19,2024-11-08T18:06:07,2024-11-08T18:06:07
18625,67.87,51.06,8,,True,,UK,BR,2020-07-11,2020-07-11,2024-01-22T04:37:05,2024-01-22T04:37:05
18626,96.02,15.86,30,42,False,True,JP,JP,2021-04-08,2021-04-08,2021-06-12T12:02:14,2021-06-12T12:02:14
18627,7.8,94.3,15,79,True,False,BR,US,2024-07-22,2024-07-22,2023-09-18T02:03:20,2023-09-18T02:03:20
18628,80.52,36.46,96,60,True,True,BR,UK,2022-11-09,2022-11-09,2020-04-28T00:19:45,2020-04-28T00:19:45
18629,40.16,62.0,48,29,False,True,US,JP,2023-11-14,2023-11-14,2020-10-01T14:53:13,2020-10-01T14:53:13
18630,81.36,72.43,39,22,True,False,CA,DE,2020-11-09,2020-11-09,2022-07-15T17:20:05,2022-07-15T17:20:05
18631,61.99,20.4,104,30,True,True,JP,DE,2021-02-01,2021-02-01,2021-08-04T17:45:18,2021-08-04T17:45:18
18632,50.39,17.72,94,109,False,False,DE,JP,2024-09-14,2024-09-14,2020-12-26T09:24:04,2020-12-26T09:24:04
18633,27.24,52.86,107,35,True,False,JP,JP,2022-02-06,2022-02-06,2022-07-29T02:57:01,
18634,37.66,31.63,101,21,True,,AU,BR,2024-06-07,2024-06-07,2024-06-30T12:50:43,2024-06-30T12:50:43
18635,90.23,5.1,73,41,True,,CA,JP,2024-01-16,2024-01-16,2022-08-07T01:32:05,2022-08-07T01:32:05
18636,51.13,20.7,72,116,False,False,FR,FR,2021-09-07,2021-09-07,2022-02-28T16:15:34,2022-02-28T16:15:34
18637,16.05,36.0,100,43,True,True,BR,AU,2024-09-29,2024-09-29,2020-07-27T15:37:59,2020-07-27T15:37:59
18638,45.88,,29,114,False,False,US,FR,2023-11-19,2023-11-19,2022-03-16T06:15:27,2022-03-16T06:15:27
18639,3.81,99.11,38,,False,False,JP,,2020-08-21,2020-08-21,2024-04-02T13:15:25,2024-04-02T13:15:25
18640,14.12,,52,49,False,True,AU,DE,2020-06-23,2020-06-23,2021-12-12T10:05:59,2021-12-12T10:05:59
18641,26.0,82.59,34,68,True,,US,UK,2020-08-19,2020-08-19,2024-04-13T09:05:39,2024-04-13T09:05:39
18642,49.44,49.57,26,74,False,False,JP,UK,2023-09-13,2023-09-13,2020-07-21T18:30:11,2020-07-21T18:30:11
18643,19.62,,7,103,False,False,JP,US,2020-09-18,2020-09-18,2023-02-18T10:20:45,2023-02-18T10:20:45
18644,53.93,2.99,8,101,False,True,UK,BR,2021-05-30,2021-05-30,2023-02-12T02:04:58,2023-02-12T02:04:58
18645,49.31,25.25,46,72,False,True,FR,BR,2022-03-04,2022-03-04,2021-06-07T21:07:30,2021-06-07T21:07:30
18646,60.41,,79,32,False,False,DE,UK,2020-09-04,2020-09-04,2020-10-09T07:56:47,
18647,5.66,9.01,82,102,True,False,US,,2021-08-26,2021-08-26,2023-07-01T13:20:42,2023-07-01T13:20:42
18648,0.42,97.84,51,27,True,True,BR,DE,2023-05-23,2023-05-23,2023-03-14T02:44:19,2023-03-14T02:44:19
18649,41.44,44.71,90,56,True,False,BR,AU,2024-11-10,2024-11-10,2021-12-24T08:52:09,2021-12-24T08:52:09
18650,84.58,63.67,102,26,False,False,JP,AU,2022-05-07,2022-05-07,2021-12-31T17:59:28,2021-12-31T17:59:28
18651,22.03,30.56,99,8,True,True,CA,DE,2023-09-25,2023-09-25,2024-07-24T08:16:55,2024-07-24T08:16:55
18652,37.13,62.83,58,22,True,True,CA,DE,2022-08-26,2022-08-26,2024-04-06T14:19:29,2024-04-06T14:19:29
18653,38.35,5.28,73,118,True,False,UK,CA,2022-05-01,2022-05-01,2021-12-10T20:00:16,2021-12-10T20:00:16
18654,17.14,41.3,104,87,True,True,JP,US,2022-08-08,2022-08-08,2022-08-08T08:21:48,2022-08-08T08:21:48
18655,37.28,58.39,46,0,True,True,AU,DE,2024-10-16,2024-10-16,2022-01-27T18:52:39,2022-01-27T18:52:39
18656,50.18,90.85,7,76,True,,FR,AU,2020-04-18,2020-04-18,2024-06-10T04:36:56,2024-06-10T04:36:56
18657,81.41,99.27,11,,True,False,JP,,2022-07-26,2022-07-26,2022-05-25T16:34:45,2022-05-25T16:34:45
18658,23.53,0.09,86,99,False,False,BR,DE,2020-04-03,2020-04-03,2020-02-16T04:50:10,2020-02-16T04:50:10
18659,88.18,97.03,42,37,True,True,BR,US,2024-05-16,2024-05-16,2020-07-15T01:47:42,2020-07-15T01:47:42
18660,19.7,83.84,73,87,False,True,JP,DE,2023-01-02,2023-01-02,2023-08-17T15:14:29,2023-08-17T15:14:29
18661,8.81,51.58,26,42,True,True,AU,,2020-03-27,2020-03-27,2020-03-04T12:55:38,2020-03-04T12:55:38
18662,27.73,89.74,78,101,True,False,US,UK,2023-02-13,2023-02-13,2022-10-17T10:27:51,2022-10-17T10:27:51
18663,36.8,40.21,36,17,True,True,CA,FR,2022-03-06,2022-03-06,2022-10-02T23:34:24,2022-10-02T23:34:24
18664,7.44,18.34,18,90,True,False,FR,US,2020-03-27,2020-03-27,2020-11-04T11:36:13,2020-11-04T11:36:13
18665,23.92,,64,91,True,False,CA,JP,2024-11-21,2024-11-21,2023-04-23T06:58:49,2023-04-23T06:58:49
18666,13.46,37.77,106,,False,,CA,BR,2021-11-22,2021-11-22,2020-07-12T02:19:39,2020-07-12T02:19:39
18667,21.62,56.81,77,2,True,False,UK,US,2020-02-13,2020-02-13,2024-08-13T17:39:48,2024-08-13T17:39:48
18668,88.85,28.66,52,27,True,False,FR,BR,2023-01-24,2023-01-24,2023-09-08T00:31:57,2023-09-08T00:31:57
18669,91.98,31.6,108,56,False,False,CA,DE,2021-11-16,2021-11-16,2020-10-24T02:01:17,2020-10-24T02:01:17
18670,67.63,,71,107,False,True,US,FR,2023-04-14,2023-04-14,2021-11-16T16:51:05,2021-11-16T16:51:05
18671,42.07,39.46,117,38,True,False,JP,FR,2020-10-23,2020-10-23,2024-06-24T20:22:06,2024-06-24T20:22:06
18672,43.52,,93,17,False,True,JP,US,2024-02-21,2024-02-21,2020-05-19T10:54:11,2020-05-19T10:54:11
18673,21.4,36.68,60,52,False,False,US,US,2022-02-05,2022-02-05,2021-05-29T07:34:48,2021-05-29T07:34:48
18674,25.1,60.55,85,,True,False,UK,AU,2022-02-07,2022-02-07,2023-06-23T04:13:10,2023-06-23T04:13:10
18675,85.11,15.46,100,40,False,False,JP,DE,2024-01-07,2024-01-07,2022-07-12T13:08:11,2022-07-12T13:08:11
18676,66.25,85.49,68,,False,True,JP,US,2022-09-28,2022-09-28,2021-06-15T04:33:13,2021-06-15T04:33:13
18677,9.42,24.16,16,98,True,True,AU,DE,2020-01-03,2020-01-03,2020-10-23T22:15:07,2020-10-23T22:15:07
18678,37.88,21.98,76,75,True,True,FR,AU,2022-11-22,2022-11-22,2021-07-01T20:32:15,2021-07-01T20:32:15
18679,56.93,78.28,73,103,False,False,UK,BR,2023-03-25,2023-03-25,2022-04-11T08:45:53,2022-04-11T08:45:53
18680,43.36,12.85,68,1,True,,CA,AU,2021-07-23,2021-07-23,2020-05-29T22:04:44,
18681,45.27,24.6,61,100,False,False,DE,BR,2020-11-26,2020-11-26,2022-12-31T23:47:52,2022-12-31T23:47:52
18682,49.56,57.68,87,39,True,True,CA,US,2020-04-08,2020-04-08,2022-02-10T15:34:36,2022-02-10T15:34:36
18683,85.71,38.41,60,51,False,False,FR,US,2024-03-25,2024-03-25,2021-04-18T15:51:01,2021-04-18T15:51:01
18684,42.96,,96,95,True,False,CA,,2020-01-08,2020-01-08,2024-07-25T09:17:28,2024-07-25T09:17:28
18685,88.51,33.99,75,34,False,False,US,DE,2022-12-01,2022-12-01,2024-03-30T01:34:58,2024-03-30T01:34:58
18686,7.11,56.35,14,,True,True,JP,BR,2024-03-06,2024-03-06,2024-04-19T18:16:21,2024-04-19T18:16:21
18687,27.34,12.94,115,104,True,True,AU,BR,2021-10-04,2021-10-04,2024-09-12T05:34:59,2024-09-12T05:34:59
18688,85.38,38.66,114,,True,True,CA,UK,2020-12-31,2020-12-31,2021-08-27T11:56:48,2021-08-27T11:56:48
18689,31.58,35.81,109,100,True,False,BR,BR,2023-07-29,2023-07-29,2021-10-01T12:33:02,2021-10-01T12:33:02
18690,18.69,76.62,94,29,False,True,UK,DE,2023-02-24,2023-02-24,2021-07-14T05:19:17,2021-07-14T05:19:17
18691,39.4,,13,52,False,,BR,UK,2020-01-28,2020-01-28,2021-03-10T11:01:52,2021-03-10T11:01:52
18692,51.78,32.14,30,,False,False,AU,US,2022-11-19,2022-11-19,2024-04-30T21:51:14,2024-04-30T21:51:14
18693,8.73,56.29,117,104,True,True,US,CA,2020-01-01,2020-01-01,2021-09-04T01:53:20,2021-09-04T01:53:20
18694,30.09,56.59,22,80,False,True,UK,AU,2021-12-30,2021-12-30,2023-09-12T11:56:03,2023-09-12T11:56:03
18695,20.57,75.13,83,6,True,False,FR,FR,2021-07-09,2021-07-09,2024-11-01T10:07:08,2024-11-01T10:07:08
18696,6.35,65.01,25,12,True,False,CA,FR,2024-03-01,2024-03-01,2021-01-07T02:15:45,2021-01-07T02:15:45
18697,43.37,83.29,13,103,False,,US,DE,2024-11-19,2024-11-19,2021-07-20T11:52:20,2021-07-20T11:52:20
18698,58.2,,89,118,False,False,FR,JP,2023-06-29,2023-06-29,2024-06-28T06:15:50,
18699,25.62,37.89,41,23,False,True,BR,AU,2023-09-03,2023-09-03,2022-01-04T00:07:02,2022-01-04T00:07:02
18700,71.7,2.71,72,29,True,False,FR,JP,2020-02-11,,2024-07-23T06:45:56,2024-07-23T06:45:56
18701,40.42,72.96,119,36,False,True,UK,FR,2020-04-26,2020-04-26,2022-11-26T13:53:57,2022-11-26T13:53:57
18702,62.84,37.3,102,47,True,True,BR,US,2023-11-19,2023-11-19,2021-09-13T15:23:31,2021-09-13T15:23:31
18703,40.33,79.47,114,13,True,False,DE,US,2022-02-20,2022-02-20,2022-04-06T16:32:23,2022-04-06T16:32:23
18704,85.08,3.57,40,,True,True,FR,DE,2022-07-14,2022-07-14,2024-06-18T07:47:23,
18705,66.95,81.89,54,10,True,True,JP,FR,2023-06-17,2023-06-17,2020-03-20T09:12:03,2020-03-20T09:12:03
18706,15.27,,71,110,True,True,CA,FR,2021-09-25,2021-09-25,2023-04-26T18:26:06,
18707,75.87,60.19,75,23,True,True,JP,UK,2023-05-30,,2024-04-01T17:17:17,2024-04-01T17:17:17
18708,57.84,44.55,3,118,True,False,US,JP,2023-08-20,2023-08-20,2024-05-17T21:10:45,2024-05-17T21:10:45
18709,46.22,10.22,96,47,True,True,DE,CA,2021-03-14,2021-03-14,2022-09-23T07:36:04,2022-09-23T07:36:04
18710,49.53,30.05,83,105,False,False,BR,,2023-06-06,2023-06-06,2021-12-04T17:51:30,2021-12-04T17:51:30
18711,66.82,51.4,118,6,False,,CA,US,2020-11-05,2020-11-05,2024-11-30T11:56:56,2024-11-30T11:56:56
18712,4.69,93.54,28,10,False,False,FR,,2021-07-21,2021-07-21,2021-12-28T00:17:30,2021-12-28T00:17:30
18713,41.04,36.77,53,60,False,False,BR,JP,2023-11-25,2023-11-25,2021-12-19T03:47:39,2021-12-19T03:47:39
18714,97.46,97.01,85,73,True,False,CA,FR,2024-11-30,2024-11-30,2022-07-07T03:18:32,2022-07-07T03:18:32
18715,75.58,25.51,50,118,False,False,US,CA,2020-04-28,,2022-06-04T23:01:23,2022-06-04T23:01:23
18716,69.37,74.99,50,96,False,True,US,FR,2023-03-30,2023-03-30,2021-04-26T06:38:49,2021-04-26T06:38:49
18717,19.8,49.99,70,96,False,True,BR,,2022-11-06,2022-11-06,2021-12-27T00:37:41,2021-12-27T00:37:41
18718,69.65,32.85,103,37,True,True,JP,UK,2023-01-11,2023-01-11,2022-09-08T04:19:33,2022-09-08T04:19:33
18719,20.67,44.22,110,0,False,True,UK,JP,2023-12-07,2023-12-07,2020-08-13T14:28:07,
18720,97.15,53.82,47,19,True,,AU,BR,2020-05-07,2020-05-07,2022-07-18T16:07:04,2022-07-18T16:07:04
18721,87.11,69.14,41,93,True,True,FR,JP,2023-09-11,2023-09-11,2023-08-23T04:49:41,2023-08-23T04:49:41
18722,91.22,95.55,70,5,True,True,US,UK,2021-05-25,2021-05-25,2020-12-09T11:07:27,2020-12-09T11:07:27
18723,98.78,64.92,117,,False,True,FR,UK,2020-10-08,2020-10-08,2021-03-07T03:01:03,
18724,63.54,13.2,24,3,False,False,CA,UK,2022-03-27,2022-03-27,2024-06-23T06:19:32,2024-06-23T06:19:32
18725,27.43,43.05,107,59,True,True,AU,US,2020-02-19,2020-02-19,2024-07-02T15:13:44,2024-07-02T15:13:44
18726,75.45,53.94,43,14,False,True,US,UK,2023-02-25,2023-02-25,2020-07-10T00:05:25,2020-07-10T00:05:25
18727,82.81,5.87,63,,False,True,UK,BR,2022-10-29,2022-10-29,2020-03-31T04:56:18,2020-03-31T04:56:18
18728,12.53,,24,16,False,False,BR,CA,2022-07-25,2022-07-25,2024-05-30T01:34:44,2024-05-30T01:34:44
18729,38.79,99.79,2,92,False,True,AU,JP,2020-02-25,2020-02-25,2024-11-22T00:56:15,2024-11-22T00:56:15
18730,69.17,32.37,23,,True,True,FR,AU,2023-10-25,2023-10-25,2022-09-09T04:35:54,2022-09-09T04:35:54
18731,66.11,92.52,15,11,True,False,AU,JP,2020-03-05,2020-03-05,2024-04-03T06:53:12,2024-04-03T06:53:12
18732,85.78,,10,112,False,True,FR,,2021-04-24,2021-04-24,2022-05-30T05:32:18,2022-05-30T05:32:18
18733,14.22,29.16,14,10,False,True,JP,JP,2021-12-23,2021-12-23,2021-07-06T16:44:18,2021-07-06T16:44:18
18734,20.13,49.08,50,107,True,,DE,FR,2023-07-06,2023-07-06,2024-04-16T14:02:55,2024-04-16T14:02:55
18735,22.22,9.58,52,98,False,False,JP,BR,2022-01-14,2022-01-14,2022-06-15T07:10:43,
18736,46.65,51.58,36,82,True,True,FR,JP,2024-01-31,2024-01-31,2022-04-07T14:38:01,
18737,25.81,99.71,117,79,True,False,BR,CA,2024-09-02,2024-09-02,2022-12-03T06:48:21,2022-12-03T06:48:21
18738,41.77,75.76,93,,True,True,JP,AU,2023-10-28,2023-10-28,2021-07-07T03:19:01,2021-07-07T03:19:01
18739,71.4,,41,21,False,True,BR,FR,2020-03-12,,2021-05-24T06:55:11,2021-05-24T06:55:11
18740,97.95,51.82,95,48,True,False,US,FR,2023-11-08,2023-11-08,2020-10-15T09:53:40,2020-10-15T09:53:40
18741,97.08,33.33,89,58,False,True,US,,2021-01-11,2021-01-11,2020-06-20T01:54:39,2020-06-20T01:54:39
18742,8.4,,76,33,True,True,AU,AU,2024-06-10,2024-06-10,2023-06-09T23:34:52,2023-06-09T23:34:52
18743,18.25,55.6,108,106,False,True,US,,2024-11-22,2024-11-22,2022-04-07T00:00:23,2022-04-07T00:00:23
18744,1.63,56.96,27,119,False,False,UK,JP,2020-06-02,,2024-03-01T04:09:53,2024-03-01T04:09:53
18745,84.44,41.27,13,80,False,True,BR,DE,2020-06-29,2020-06-29,2022-11-26T09:51:27,2022-11-26T09:51:27
18746,74.21,2.91,106,42,True,True,BR,,2023-06-27,2023-06-27,2022-07-20T15:51:14,2022-07-20T15:51:14
18747,15.91,1.41,67,14,False,True,UK,AU,2020-09-18,2020-09-18,2024-11-12T01:48:40,2024-11-12T01:48:40
18748,24.32,74.1,8,45,False,True,UK,JP,2024-11-03,,2021-05-30T20:16:45,
18749,63.51,38.2,100,,False,,AU,JP,2022-09-13,2022-09-13,2024-03-31T08:58:28,2024-03-31T08:58:28
18750,10.83,7.59,59,113,False,False,AU,,2022-11-13,2022-11-13,2024-09-13T22:49:44,2024-09-13T22:49:44
18751,49.5,63.22,54,63,False,True,DE,,2024-04-19,2024-04-19,2022-11-23T08:05:05,2022-11-23T08:05:05
18752,78.71,21.12,105,33,False,,UK,BR,2021-01-31,,2023-03-26T14:53:38,2023-03-26T14:53:38
18753,36.83,45.02,96,12,True,True,DE,BR,2022-10-11,2022-10-11,2024-04-11T19:22:54,2024-04-11T19:22:54
18754,14.43,19.25,28,20,False,False,BR,AU,2024-12-28,2024-12-28,2022-09-21T21:44:14,2022-09-21T21:44:14
18755,31.9,,69,30,False,False,UK,UK,2020-02-10,2020-02-10,2022-03-24T13:49:42,2022-03-24T13:49:42
18756,71.23,12.31,14,111,True,True,BR,,2020-11-14,2020-11-14,2023-12-17T10:00:33,2023-12-17T10:00:33
18757,44.33,46.55,70,39,True,True,JP,FR,2020-09-23,2020-09-23,2024-06-06T03:31:55,2024-06-06T03:31:55
18758,98.3,37.75,80,40,True,False,CA,AU,2021-09-04,2021-09-04,2021-09-02T01:22:28,2021-09-02T01:22:28
18759,85.32,19.96,29,74,True,True,CA,,2020-08-25,2020-08-25,2022-04-24T14:59:23,2022-04-24T14:59:23
18760,40.19,60.29,68,18,False,False,FR,DE,2020-11-10,2020-11-10,2023-09-06T12:09:26,
18761,71.26,55.98,91,112,True,False,US,BR,2024-04-06,2024-04-06,2023-05-22T20:31:05,2023-05-22T20:31:05
18762,5.89,30.08,105,19,False,True,JP,AU,2022-04-28,2022-04-28,2021-10-02T08:25:30,2021-10-02T08:25:30
18763,79.24,,23,,True,True,JP,,2021-10-15,2021-10-15,2023-08-10T21:23:37,
18764,13.22,75.09,35,72,True,False,CA,BR,2022-02-03,2022-02-03,2021-04-16T04:48:12,2021-04-16T04:48:12
18765,75.47,57.19,73,41,False,True,BR,CA,2024-11-07,2024-11-07,2020-09-03T13:42:26,2020-09-03T13:42:26
18766,15.04,94.35,9,103,True,False,UK,AU,2022-06-16,2022-06-16,2021-02-28T21:45:21,2021-02-28T21:45:21
18767,82.42,73.01,24,52,True,False,JP,AU,2022-05-06,2022-05-06,2024-11-15T11:58:29,
18768,28.92,12.62,74,3,False,,AU,JP,2024-08-21,2024-08-21,2024-06-01T09:48:26,2024-06-01T09:48:26
18769,7.93,8.09,62,27,False,,AU,UK,2020-03-09,2020-03-09,2020-08-27T14:14:26,2020-08-27T14:14:26
18770,45.2,56.17,58,77,True,,JP,JP,2022-05-23,2022-05-23,2024-01-10T19:07:19,2024-01-10T19:07:19
18771,83.01,46.34,91,25,False,True,FR,DE,2023-09-28,2023-09-28,2021-11-03T08:48:49,
18772,8.37,67.76,48,,True,,UK,AU,2022-07-28,2022-07-28,2021-01-15T06:00:04,2021-01-15T06:00:04
18773,57.16,25.68,113,29,False,True,CA,JP,2024-05-04,,2021-05-17T10:45:36,
18774,25.25,34.05,39,102,True,False,DE,US,2024-06-07,2024-06-07,2020-05-08T04:13:03,
18775,50.52,97.84,59,99,True,True,AU,JP,2021-09-06,2021-09-06,2021-01-10T06:31:37,2021-01-10T06:31:37
18776,92.88,97.75,66,119,True,,FR,JP,2024-02-02,2024-02-02,2020-10-09T07:10:37,2020-10-09T07:10:37
18777,55.28,99.06,101,82,True,,FR,CA,2021-03-21,2021-03-21,2020-10-20T12:40:15,2020-10-20T12:40:15
18778,77.9,54.57,35,24,True,True,FR,UK,2021-03-13,,2021-07-15T14:26:33,2021-07-15T14:26:33
18779,86.05,94.32,3,107,True,False,JP,CA,2024-11-19,,2024-07-13T00:12:44,
18780,96.55,75.72,30,,True,False,DE,FR,2020-01-24,2020-01-24,2023-01-18T12:58:05,2023-01-18T12:58:05
